Project_name,Component_name,CBO,CYCLO,DIT,ELOC,FanIn,FanOut,LCOM,LOC,LOCNAMM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,NMNOPARAM,CDSBP,CC,LC,LZC,RB,SC
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.GenerateKey,6.0,32.0,2.0,315.0,0.0,13.0,52.0,315.0,315.0,12.0,0.0,13.0,13.0,0.0,0.0,0.0,14.76923077,32.0,0.0,2.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Get,23.0,50.0,2.0,562.0,1056.0,55.0,117.0,562.0,562.0,19.0,0.0,18.0,18.0,0.0,0.111111111,0.0,14.61111111,50.0,0.0,3.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.HostInfo,12.0,38.0,2.0,182.0,0.0,42.0,29.0,182.0,182.0,16.0,0.0,10.0,10.0,0.0,0.0,0.0,15.9,38.0,0.0,4.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.ImportTask,23.0,30.0,2.0,169.0,0.0,51.0,37.0,169.0,169.0,6.0,0.0,11.0,11.0,0.0,0.181818182,0.0,14.18181818,30.0,0.0,4.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Input,13.0,24.0,2.0,179.0,1173.0,16.0,14.0,179.0,179.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,10.375,24.0,0.0,3.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.JDBCTask,22.0,63.0,2.0,346.0,6.0,37.0,261.0,346.0,290.0,14.0,1.0,26.0,18.0,0.0,0.076923077,0.0,13.22222222,63.0,0.0,12.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Jar,39.0,151.0,2.0,897.0,585.0,171.0,561.0,897.0,897.0,21.0,2.0,38.0,38.0,0.0,0.131578947,0.0,20.15789474,151.0,0.0,5.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Java,21.0,166.0,2.0,741.0,955.0,161.0,1519.0,741.0,733.0,18.0,0.0,62.0,61.0,0.0,0.080645161,0.0,11.60655738,166.0,0.0,14.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Java,21.0,166.0,2.0,741.0,955.0,161.0,1519.0,741.0,733.0,18.0,0.0,62.0,61.0,0.0,0.080645161,0.0,11.60655738,166.0,0.0,14.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Java,21.0,166.0,2.0,741.0,955.0,161.0,1519.0,741.0,733.0,18.0,0.0,62.0,61.0,0.0,0.080645161,0.0,11.60655738,166.0,0.0,14.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Java,21.0,166.0,2.0,741.0,955.0,161.0,1519.0,741.0,733.0,18.0,0.0,62.0,61.0,0.0,0.080645161,0.0,11.60655738,166.0,0.0,14.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javac,21.0,232.0,2.0,914.0,107.0,121.0,3596.0,914.0,751.0,49.0,1.0,88.0,65.0,0.0,0.079545455,0.0,10.52307692,232.0,0.0,48.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javac,21.0,232.0,2.0,914.0,107.0,121.0,3596.0,914.0,751.0,49.0,1.0,88.0,65.0,0.0,0.079545455,0.0,10.52307692,232.0,0.0,48.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Javadoc,34.0,265.0,2.0,1910.0,5.0,333.0,5133.0,1910.0,1910.0,36.0,0.0,106.0,106.0,0.0,0.235849057,0.0,12.39622642,265.0,0.0,12.0,0,0,1,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Jikes,8.0,8.0,1.0,77.0,12.0,19.0,0.0,77.0,77.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,33.5,8.0,0.0,0.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.JikesOutputParser,7.0,27.0,1.0,115.0,2.0,13.0,48.0,115.0,108.0,7.0,0.0,12.0,11.0,0.0,0.25,0.0,8.636363636,27.0,0.0,3.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.KeySubst,11.0,25.0,2.0,132.0,0.0,26.0,13.0,132.0,132.0,4.0,0.0,7.0,7.0,0.0,0.0,0.0,17.28571429,25.0,0.0,1.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Length,17.0,40.0,2.0,262.0,293.0,34.0,88.0,262.0,262.0,11.0,0.0,17.0,17.0,0.0,0.352941176,0.0,9.882352941,40.0,0.0,4.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.LoadFile,2.0,1.0,2.0,14.0,3.0,1.0,0.0,14.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.LoadProperties,21.0,29.0,2.0,172.0,1.0,36.0,64.0,172.0,172.0,5.0,0.0,13.0,13.0,0.0,0.153846154,0.0,11.38461538,29.0,0.0,4.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.LoadProperties,21.0,29.0,2.0,172.0,1.0,36.0,64.0,172.0,172.0,5.0,0.0,13.0,13.0,0.0,0.153846154,0.0,11.38461538,29.0,0.0,4.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.LoadProperties,21.0,29.0,2.0,172.0,1.0,36.0,64.0,172.0,172.0,5.0,0.0,13.0,13.0,0.0,0.153846154,0.0,11.38461538,29.0,0.0,4.0,0,0,0,0,0,1
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.LoadResource,14.0,17.0,2.0,163.0,1.0,22.0,7.0,163.0,163.0,6.0,1.0,7.0,7.0,0.0,0.142857143,0.0,18.85714286,17.0,0.0,1.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.Local,3.0,4.0,2.0,22.0,378.0,3.0,0.0,22.0,22.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.LogOutputStream,5.0,14.0,2.0,67.0,37.0,2.0,0.0,67.0,60.0,2.0,0.0,7.0,6.0,0.0,0.285714286,0.0,8.666666667,14.0,0.0,2.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.LogStreamHandler,4.0,7.0,2.0,37.0,17.0,3.0,3.0,37.0,37.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,10.33333333,7.0,0.0,1.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroDef,15.0,61.0,2.0,654.0,18.0,44.0,125.0,654.0,626.0,8.0,0.0,19.0,15.0,0.0,0.263157895,0.0,15.2,61.0,0.0,7.0,0,0,0,0,1,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MacroInstance,19.0,44.0,2.0,325.0,4.0,105.0,21.0,325.0,319.0,11.0,0.0,11.0,10.0,0.0,0.181818182,0.0,28.3,44.0,0.0,4.0,0,0,0,0,0,0
ant-rel-1.8.3,org.apache.tools.ant.taskdefs.MakeUrl,11.0,37.0,2.0,217.0,3.0,43.0,26.0,217.0,217.0,9.0,0.0,13.0,13.0,3.0,0.153846154,0.0,13.46153846,37.0,0.0,4.0,0,0,0,0,0,0
